E235  Dispatch Call 0 [Event: 235]
sm__throughput.avg.pct_of_peak_sustained_elapsed,16.552689
sm__throughput.avg.pct_of_peak_sustained_active,17.033033
vaf__throughput.avg.pct_of_peak_sustained_elapsed,0.000031
vpc__throughput.avg.pct_of_peak_sustained_elapsed,0.000372
zrop__throughput.avg.pct_of_peak_sustained_elapsed,0.000261
l1tex__t_sector_hit_rate.pct,73.199745
lts__t_sector_hit_rate.pct,88.446465
pda__prim_count_and_per_draw_call,12.0 / 12.0
sm__fragment_count_and_per_draw_call,3708.0 / 3708.0
sm__cs_thread_count_and_per_dispatch,230400.0 / 230400.0
sm__cs_instructions_per_dispatch_and_thread,195911952.0 / 850.3
sm__active_rate,97.179924
sm__active_cycles_min_max_ratio,3.425872
vram__throughput.avg.pct_of_peak_sustained_elapsed,22.023417
gpu__sol_full_pipeline,TEX 70.1% | L2 56.9% | VRAM 22.0% | SM 16.6% | CROP 0.0%

